0.1	1.7492673059141568e-19
0.2	1.0886167973378417e-14
0.3	2.1268703760997244e-11
0.4	4.426426367495264e-09
0.5	2.739648372006974e-07
0.6	8.038121157856734e-06
0.7	0.00014182873293366318
0.7999999999999999	0.0016507958799155007
0.8999999999999999	0.012165175279366846
0.9999999999999999	0.04999999983785694
1.0999999999999999	0.11513116903370904
1.2	0.1830230404380164
1.3	0.24248714925460832
1.4	0.29375892451730856
1.5	0.33864577252861194
1.5999999999999999	0.37843214599401476
1.7	0.41396284112272586
1.8	0.44585227792246995
1.9	0.4745908561913762
2.0	0.5005890502019611
