0.1	5.679067767899303e-19
0.2	1.0503186785298867e-14
0.3	2.103204621633804e-11
0.4	4.5158098861409945e-09
0.5	2.8928169646096287e-07
0.6	8.726458076762678e-06
0.7	0.00015515302040315567
0.7999999999999999	0.0017710150413022697
0.8999999999999999	0.012563638593572016
0.9999999999999999	0.05000000000000298
1.0999999999999999	0.1138854551794064
1.2	0.181135113329645
1.3	0.2405276917755377
1.4	0.29188586126284516
1.5	0.3368812986228234
1.5999999999999999	0.3767833868860363
1.7	0.4124400642163699
1.8	0.4444641522194953
1.9	0.4733404774980681
2.0	0.499473470765806
