0.1	-1.7601903518336184e-18
0.2	6.834382151762017e-17
0.3	5.334672287558402e-13
0.4	3.2566343763889386e-10
0.5	4.8042088132614816e-08
0.6	2.758242610934282e-06
0.7	7.862663318761767e-05
0.7999999999999999	0.0012458918177862149
0.8999999999999999	0.010980036592333748
0.9999999999999999	0.04999999999999892
1.0999999999999999	0.12287943752295727
1.2	0.2033084550942647
1.3	0.2749711129482959
1.4	0.3357398336710935
1.5	0.38722104144619923
1.5999999999999999	0.4312254014481515
1.7	0.469214417419415
1.8	0.5023150367053206
1.9	0.5313978527338546
2.0	0.5571428755118959
